Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),,,,,,,,,,,,,2.77,,,3.42,,3.42,,3.027022,,3.280197,,3.11
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),,,,,,,,,,,,,2.61,,,2.91,,3.12,,2.80475,,2.898932,,2.88
"Lead time to export, median case (days)",,,,,,,,,,,,,3.4,,,2.8,,2,,2,,3,,5
Fixed broadband subscriptions (per 100 people),,,,0.000584659,0.004034901,0.056858978,0.185733969,0.405038466,0.529078366,1.709306561,1.731181024,2.524621217,3.988611918,5.198937842,6.030301698,7.181379794,8.998170308,9.560888752,10.58915719,11.78039577,12.41907545,12.98503036,13.86435459,14.86106983
Mobile cellular subscriptions (per 100 people),0.786185011,1.504575585,2.69954844,4.307896658,8.665064415,13.18455708,16.13010807,19.32713015,25.39202175,35.51552318,46.15180215,52.91720162,63.4135915,78.18528647,87.07984742,100.293596,118.2517092,124.1756934,134.3929329,137.9776265,125.6477067,117.9869738,106.1217992,99.64002652
Rail lines (total route-km),,,,,,,,,,512,,,32622,,,,,,,,,,,
"Air transport, freight (million ton-km)",1581.900024,1644.800049,1789.900024,1642.800049,1462.900024,1727.901,1467.445,1539.738,1478.37,1499.485,1530.675,1412.26,1477.828,1807.062,1782.3,1302.474648,1294.49545,1363.447091,1637.382,1596.774,1493.939,1513.832873,1736.549227,1845.64776
Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),,,,,,,,,,,73.99375,74.59375,76.21875,75.86875,78.975,75.35625,77.3125,79.74375,79.18125,77.2875,73.54375,74.84375,76.175,76.575
Source data assessment of statistical capacity (scale 0 - 100),,,,,,,,,,80,80,80,80,80,80,80,80,80,70,60,60,60,60,80
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",,,,,,,,,,,,,,,,,,,,,,,,
CPIA efficiency of revenue mobilization rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
CPIA equity of public resource use rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
CPIA building human resources rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
CPIA quality of budgetary and financial management rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
CPIA business regulatory environment rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
"Patent applications, nonresidents",4741,5446,13479,13546,14693,14104,14410,13204,12545,12669,14444,15886,17469,18890,18135,20771,23954,25637,25925,25683,25578,22810,20178,19877
Public private partnerships investment in water and sanitation (current US$),152800000,58000000,99100000,433200000,297000000,711280000,26930000,2460000,48200000,45730000,3164000,,140570000,828400000,14800000,230400000,127500000,4572800000,2947100000,1786800000,1726700000,222700000,218600000,1400000
Investment in water and sanitation with private participation (current US$),152800000,58000000,473000000,649900000,516300000,711280000,26930000,207460000,48200000,255330000,3164000,382600000,140570000,828400000,14800000,230400000,127500000,4572800000,2947100000,1786800000,1726700000,222700000,218600000,1400000
Procedures to build a warehouse (number),,,,,,,,,,,,,,,,,,,18.61,18.61,18.61,18.61,18.61,18.61
Tax payments (number),,,,,,,,,,,,,,,,,,,9.61,9.61,9.61,9.61,9.61,9.61
Firms expected to give gifts in meetings with tax officials (% of firms),,,,,,,,,,,,,,,8.3,,,,,,,,,
Start-up procedures to register a business (number),,,,,,,,,,,,,,,,,,,11,11,11,11,11,11
Cost of business start-up procedures (% of GNI per capita),,,,,,,,,,,,,,,,,,,5.9,5.5,4.8,5.2,4.8,4.7
Time required to register property (days),,,,,,,,,,,,,,,,,,,31.74,31.74,31.74,31.435,31.435,31.435
"Time to import, documentary compliance (hours)",,,,,,,,,,,,,,,,,,,,146.1111,146.1111,120,48,24
Time spent dealing with the requirements of government regulations (% of senior management time),,,,,,,,,,,,,,,14.2,,,,,,,,,
Value lost due to electrical outages (% of sales for affected firms),,,,,,,,,,,,,,,3.4,,,,,,,,,
Firms with female participation in ownership (% of firms),,,,,,,,,,,,,,,50.2,,,,,,,,,
Informal payments to public officials (% of firms),,,,,,,,,,,,,,,12.5,,,,,,,,,
Firms using banks to finance working capital (% of firms),,,,,,,,,,,,,,,52.3,,,,,,,,,
"Cost to export, border compliance (US$)",,,,,,,,,,,,,,,,,,,,861.9565,861.9565,861.9565,861.9565,861.9565
Time to obtain an electrical connection (days),,,,,,,,,,,,,,,27.7,,,,,,,,,
Depth of credit information index (0=low to 8=high),,,,,,,,,,,,,,,,,,,7,7,7,7,7,8
Business extent of disclosure index (0=less disclosure to 10=more disclosure),,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Human capital index (HCI), upper bound (scale 0-1)",,,,,,,,,,,,,,,,0.537389994,,,,,,,0.568,0.551261604
"Human capital index (HCI), lower bound (scale 0-1)",,,,,,,,,,,,,,,,0.528422654,,,,,,,0.552,0.540151596
Subsidies and other transfers (% of expense),,,,,,,,,,,,,,,,57.84715298,57.09724461,59.20634561,59.14839729,58.8554291,52.10484148,56.98293927,59.40582988,58.9535399
Other expense (% of expense),,,,,,,,,,,,,,,,2.40562633,2.899352879,3.150943404,3.288599795,3.371222209,2.744244863,2.784817775,2.486887574,2.692344893
Interest payments (current LCU),,,,,,,,,,,,,,,,2.72272E+11,3.31325E+11,3.31064E+11,3.66719E+11,4.26054E+11,7.00215E+11,6.06916E+11,5.73634E+11,5.98127E+11
Compensation of employees (current LCU),,,,,,,,,,,,,,,,1.62711E+11,1.75126E+11,1.82427E+11,2.00711E+11,2.1931E+11,2.4169E+11,2.52084E+11,2.77318E+11,2.90953E+11
Tax revenue (% of GDP),,,,,,,,,,,,,,,,14.24957596,14.85129878,14.33241109,14.12530574,13.49007452,13.62962937,13.71043098,13.60522852,13.94010799
Taxes on international trade (% of revenue),,,,,,,,,,,,,,,,1.870635328,2.092015425,2.178378134,2.420073773,2.324025114,2.221220293,1.690043356,1.764287619,2.032255896
Taxes on goods and services (% value added of industry and services),,,,,,,,,,,,,,,,8.301416372,8.314175285,8.144516527,7.772912409,7.179104722,7.247536892,6.875519346,7.094348479,7.35048093
Taxes on exports (current LCU),,,,,,,,,,,,,,,,43872429.21,41778237.79,93582424.43,146098926.4,162124166.5,99340095.11,139268984.3,65809141.01,128797251
Social contributions (current LCU),,,,,,,,,,,,,,,,3.55618E+11,4.06252E+11,4.49294E+11,4.9287E+11,5.34538E+11,5.54711E+11,5.82058E+11,6.21082E+11,6.46823E+11
Net lending (+) / net borrowing (-) (current LCU),,,,,,,,,,,,,,,,-78832973075,-98798214212,-56227813053,-1.23971E+11,-2.78998E+11,-4.53661E+11,-4.169E+11,-5.36003E+11,-4.6923E+11
"Net incurrence of liabilities, total (current LCU)",,,,,,,,,,,,,,,,2.53713E+11,1.99434E+11,2.72629E+11,1.54239E+11,3.13642E+11,5.43395E+11,5.33802E+11,5.52482E+11,4.2354E+11
Net acquisition of financial assets (current LCU),,,,,,,,,,,,,,,,1.90753E+11,91963594354,1.83749E+11,12981622384,19425121140,-789295719.8,52077171277,48106753347,-72402825829
"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",,,,,,,,,,,,,,,,,63.83,,,74.79,,,74.39,
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",,,,,,,,,,,,,,,,,51.02,,,64.77,,,67.51,
Domestic credit provided by financial sector (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,
Real interest rate (%),,,65.40884498,77.61683799,67.06091709,48.5047282,45.63781871,48.34043745,46.44739884,43.77915272,44.63516886,41.24032645,35.02251547,35.3667578,34.79200963,29.11580552,32.83345951,26.58209053,18.49884442,22.40367244,33.83234397,40.69836145,41.71380787,33.10233425
"Net official flows from UN agencies, UNAIDS (current US$)",,,,,,,,,,,589999.9738,629999.9952,689999.9976,479999.9893,250000,629999.9952,819999.9928,852346.0031,730498.4331,678557.3959,793322.9804,596675.2172,674499.9886,379793.1075
"PPG, other private creditors (NFL, current US$)",-730301000,-537988000,-151682000,-733684000,-265563000,-214154000,-187950000,-689789000,-476069000,-9216000,-23016000,-27809000,-53300000,-84556000,-35142000,28849000,-15214000,10201783000,13670647000,17321056000,938379000,5347990000,2784577000,3261882000
"PPG, commercial banks (NFL, current US$)",3290362000,978779000,924429000,3877656000,-6357812000,1985419000,-2965842000,-3367801000,-2935388000,2169073000,-302602000,-622992000,-2666198000,240474000,252831000,1996018000,3584089000,5136769000,3258179000,11362572000,802603000,-3266187000,-776851000,-136063000
"Net financial flows, others (NFL, current US$)",-373000,,,4150000000,-1271613000,-3124089000,1828000,7356000,238000,-10090000,72789000,137906000,-41571000,612726831.1,6516412.8,598131142.1,74550870.8,160734459.6,137612401.9,144401762.8,-58516644.5,-124429825.6,-195849179.5,258387765.5
"Net financial flows, IMF nonconcessional (NFL, current US$)",-48965805.3,-69992008,-32622966.1,4617752838,4107941090,-6692954526,6718342098,11246839709,5227090393,-4356811455,-23809823418,0,,,,,,,,,,,,
"Net official flows from UN agencies, IAEA (current US$)",,,,,,,,,,,,649999.9762,939999.9976,1090000.033,1090000.033,720000.0286,490000.0095,1059999.943,870000.0048,569999.9928,469861.3286,507863.6408,479776.7997,974244.0581
"Net financial flows, bilateral (NFL, current US$)",-1287658875,-1497246409,-2568829518,-870625056.1,-1645750571,-1969970070,1204021729,-219614750.2,-960088673.2,-1159107479,-530787178.2,-2643793572,-476498471.5,733436388.2,2981786053,3591827460,-268952057.8,-54494244.9,12479550.8,636152355.7,-745600493.9,-1439116325,6506490468,-1144103964
"IBRD loans and IDA credits (DOD, current US$)",6037664000,5876244000,5742737000,6298359000,6822419000,7376553000,7963197000,8584823000,8588160000,8668375000,8083177000,9694176000,9676332000,10670772000,10065337000,13523256000,9033932000,11438808000,13598409000,15288165000,15753003000,16254592000,16389947000,16213257000
"Short-term debt (% of exports of goods, services and primary income)",55.66798002,62.08800877,53.88323676,47.11602203,49.57203326,45.56212843,40.03541228,31.99897115,28.39582053,22.60087407,17.47234363,12.4646802,20.0884393,15.25652358,21.05129119,26.24357931,13.36723563,11.23214462,11.45498316,21.41250167,23.1643031,24.83437542,19.0099855,23.19953741
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",30830193000,48975253000,75833027000,1.08116E+11,1.13536E+11,1.12682E+11,96280218000,87547344000,82399047000,72384316000,69504729000,88888766000,1.18762E+11,1.45842E+11,1.49826E+11,1.8494E+11,2.62761E+11,2.8683E+11,3.09255E+11,3.19629E+11,3.14168E+11,3.07492E+11,3.0532E+11,2.9669E+11
"External debt stocks, total (DOD, current US$)",1.60964E+11,1.81794E+11,1.9898E+11,2.41998E+11,2.45115E+11,2.42512E+11,2.2996E+11,2.31944E+11,2.35908E+11,2.20694E+11,1.88365E+11,1.94303E+11,2.38444E+11,2.62957E+11,2.81651E+11,3.52364E+11,4.04046E+11,4.40497E+11,4.83735E+11,5.5692E+11,5.43397E+11,5.43257E+11,5.43E+11,5.57743E+11
Net ODA provided to the least developed countries (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Sweden (current US$)",2559999.943,2609999.895,2609999.895,2019999.981,1629999.995,1580000.043,2049999.952,1990000.01,2079999.924,2470000.029,2359999.895,3190000.057,4019999.981,3150000.095,1919999.957,2019999.981,2049999.952,870000.0048,1639999.986,1549999.952,1759999.99,1600000.024,2869999.886,1379999.995
"Net bilateral aid flows from DAC donors, Poland (current US$)",,,,,,,,,,,140000.0006,50000.00075,200000.003,150000.006,109999.9994,70000.0003,79999.99821,79999.99821,70000.0003,119999.9973,90000.00358,79999.99821,39999.99911,70000.0003
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",829999.9833,490000.0095,1019999.981,850000.0238,639999.9857,1070000.052,1000000,519999.9809,1220000.029,1139999.986,1210000.038,1830000.043,1539999.962,2170000.076,1870000.005,2089999.914,2849999.905,2599999.905,1429999.948,1860000.014,1700000.048,959999.9785,699999.9881,1450000.048
"Net bilateral aid flows from DAC donors, Iceland (current US$)",,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",7340000.153,6269999.981,9039999.962,11609999.66,11579999.92,9779999.733,12109999.66,16620000.84,13500000,11050000.19,6539999.962,1580000.043,3049999.952,13500000,13069999.69,40729999.54,49369998.93,74230003.36,8510000.229,16739999.77,31909999.85,72430000.31,27969999.31,33290000.92
"Net bilateral aid flows from DAC donors, Denmark (current US$)",90000.00358,5590000.153,-2390000.105,200000.003,,19999.99955,1549999.952,419999.9869,-29999.99933,-29999.99933,-29999.99933,,300000.0119,-9999.999776,9999.999776,,0,,-79999.99821,829999.9833,289999.9917,449999.9881,670000.0167,500000
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",27629999.16,30450000.76,16950000.76,17729999.54,30180000.31,17020000.46,69660003.66,15399999.62,21450000.76,7269999.981,17069999.69,8640000.343,25670000.08,48549999.24,18760000.23,21299999.24,154360000.6,188800003.1,90269996.64,-27819999.69,285279998.8,55650001.53,-76080001.83,62319999.69
"Net bilateral aid flows from DAC donors, Australia (current US$)",,,,19999.99955,39999.99911,70000.0003,59999.99866,109999.9994,500000,560000.0024,419999.9869,239999.9946,270000.0107,280000.0012,79999.99821,109999.9994,349999.994,2660000.086,779999.9714,360000.0143,670000.0167,270000.0107,189999.9976,239999.9946
"Listed domestic companies, total",543,550,544,527,478,457,426,396,367,357,342,347,395,383,377,373,366,353,352,351,345,338,335,334
"Personal remittances, received (% of GDP)",0.38370884,0.242113829,0.17798783,0.143103421,0.250315991,0.205903537,0.25873868,0.393062959,0.409631018,0.420221152,0.314632464,0.296771617,0.236613774,0.214797278,0.17331285,0.139564554,0.122872881,0.112935455,0.109902437,0.107814144,0.160741696,0.152574833,0.130785576,0.153029231
"Portfolio equity, net inflows (BoP, current US$)",2775000000,5785000000,5099000000,-1768000000,2572000000,3075913757,2481200940,1980742540,2972604810,2080933160,6451252310,7715813475,26217335944,-7565367450,37071238200,37671282921,7173947294,5601757311,11126371480,11492921646,9786874386,11039830850,5673535220,-2953215824
"Internally displaced persons, total displaced by conflict and violence (number of people)",,,,,,,,,,,,,,,,,,,,,,,,
Travel services (% of commercial service exports),16.18651124,15.75252304,18.03404466,23.05150414,26.481746,21.99131483,21.11657821,24.06018999,27.24942797,28.95144688,27.37605443,25.59456101,23.14715715,21.22408127,21.5602314,18.05739001,17.31820522,17.21231577,17.85421496,17.5388021,17.71772225,18.52380329,17.26053187,17.11802488
Commercial service exports (current US$),6005000000,4558000000,5927427928,6878744181,6148314389,8229839889,8195390290,8304032515,9096220306,11129163988,14105162631,16862508398,21397724859,27256920689,24603450218,29135028956,35192406389,37055222881,36260268533,39014253763,32983667229,32519232766,33656053143,34587147172
Merchandise exports by the reporting economy (current US$),46557103000,47716505500,53906017000,51156522000,48313278717,59642914788,59002912371,60354353291,73666678762,97672031669,1.18469E+11,1.3835E+11,1.57047E+11,1.97942E+11,1.50582E+11,2.01915E+11,2.56038E+11,2.42138E+11,2.4169E+11,2.251E+11,1.91134E+11,1.84558E+11,2.17772E+11,2.42363E+11
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),2.967304473,2.365757153,2.882802489,3.024488256,2.645078194,1.689309306,2.465124079,2.706799836,2.897661762,3.262057817,3.026681284,3.676972246,3.426502516,2.757062664,3.694463049,3.999452969,3.640455054,3.746709739,3.286212805,3.335448671,3.579771138,4.022812041,4.175489102,4.391419915
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),13.43567275,11.76836493,11.94282078,10.86087713,10.71898066,8.40600986,12.41142932,15.28735113,17.0808779,17.09918281,18.83666875,19.62709462,20.00759219,21.23174357,27.88257855,29.58486872,30.55755289,31.7021207,31.84892239,32.55385723,33.93335882,34.15597702,37.52391031,40.1681406
Ores and metals exports (% of merchandise exports),10.28557272,10.04353992,9.471658813,10.01188012,10.17046233,10.11351107,8.591533609,8.74037071,8.53329655,8.939352022,10.00395675,11.51531377,11.82421124,12.93105144,12.51074967,18.1365433,20.10705317,16.30409658,17.55800017,15.49564601,12.13411028,11.79575233,13.08310985,12.63744859
Fuel exports (% of merchandise exports),0.883010357,0.881497348,0.601043144,0.690670677,0.84194605,1.647994819,3.589995189,4.882989169,5.185816414,4.573867554,5.990447855,7.684902444,8.320098715,9.546790222,8.997479653,9.900182941,10.56150587,11.02415094,7.663851163,9.347294595,7.360624902,6.450928988,8.708891921,12.76866223
Export volume index (2000 = 100),72.15855752,74.08314568,80.84331515,82.89031072,88.93653603,100,109.6100262,119.1246305,137.8678445,161.8276914,176.9263264,182.8615827,192.8767731,188.2699436,168.2707186,183.9610771,189.1943377,188.589645,194.3217939,190.7664109,207.8275026,215.934894,230.0769878,240.1803504
Transport services (% of commercial service imports),44.06959957,34.01622552,31.30928905,29.01527054,33.42016829,28.92512876,29.02374063,27.16026841,24.98214056,29.20324229,23.9840948,25.43990896,25.49587626,24.20471562,18.63299242,19.27510401,19.53122996,18.37353587,18.40348495,17.02047184,15.53775258,14.44973714,15.74879357,17.69897195
